Tag_Name,Text,Attributes,Description
html,Nepal - WikipediaJump to contentMain menuMain menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent c,"{'class': ['client-nojs', 'vector-feature-language-in-header-enabled', 'vector-feature-language-in-main-page-header-disabled', 'vector-feature-page-tools-pinned-disabled', 'vector-feature-toc-pinned-clientpref-1', 'vector-feature-main-menu-pinned-disabled', 'vector-feature-limited-width-clientpref-1', 'vector-feature-limited-width-content-enabled', 'vector-feature-custom-font-size-clientpref-1', 'vector-feature-appearance-pinned-clientpref-1', 'vector-feature-night-mode-enabled', 'skin-theme-clientpref-day', 'vector-sticky-header-enabled', 'vector-toc-available'], 'lang': 'en', 'dir': 'ltr'}",HTML <html> tag from page about Nepal
head,Nepal - Wikipedia,{},HTML <head> tag from page about Nepal
meta,,{'charset': 'UTF-8'},HTML <meta> tag from page about Nepal
title,Nepal - Wikipedia,{},HTML <title> tag from page about Nepal
script,"(function(){var className=""client-js vector-feature-language-in-header-enabled vector-feature-language-in-main-page-header-disabled vector-feature-page-tools-pinned-disabled vector-feature-toc-pinned-",{},HTML <script> tag from page about Nepal
script,"(RLQ=window.RLQ||[]).push(function(){mw.loader.impl(function(){return[""user.options@12s5i"",function($,jQuery,require,module){mw.user.tokens.set({""patrolToken"":""+\\"",""watchToken"":""+\\"",""csrfToken"":""+\\",{},HTML <script> tag from page about Nepal
link,,"{'rel': ['stylesheet'], 'href': '/w/load.php?lang=en&modules=ext.cite.styles%7Cext.phonos.icons%2Cstyles%7Cext.tmh.player.styles%7Cext.uls.interlanguage%7Cext.visualEditor.desktopArticleTarget.noscript%7Cext.wikimediaBadges%7Cext.wikimediamessages.styles%7Cjquery.makeCollapsible.styles%7Cjquery.tablesorter.styles%7Cskins.vector.icons%2Cstyles%7Cskins.vector.search.codex.styles%7Cwikibase.client.init&only=styles&skin=vector-2022'}",HTML <link> tag from page about Nepal
script,,"{'async': '', 'src': '/w/load.php?lang=en&modules=startup&only=scripts&raw=1&skin=vector-2022'}",HTML <script> tag from page about Nepal
meta,,"{'name': 'ResourceLoaderDynamicStyles', 'content': ''}",HTML <meta> tag from page about Nepal
link,,"{'rel': ['stylesheet'], 'href': '/w/load.php?lang=en&modules=site.styles&only=styles&skin=vector-2022'}",HTML <link> tag from page about Nepal
meta,,"{'name': 'generator', 'content': 'MediaWiki 1.46.0-wmf.7'}",HTML <meta> tag from page about Nepal
meta,,"{'name': 'referrer', 'content': 'origin'}",HTML <meta> tag from page about Nepal
meta,,"{'name': 'referrer', 'content': 'origin-when-cross-origin'}",HTML <meta> tag from page about Nepal
meta,,"{'name': 'robots', 'content': 'max-image-preview:standard'}",HTML <meta> tag from page about Nepal
meta,,"{'name': 'format-detection', 'content': 'telephone=no'}",HTML <meta> tag from page about Nepal
meta,,"{'property': 'og:image', 'content': 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Emblem_of_Nepal.svg/1200px-Emblem_of_Nepal.svg.png'}",HTML <meta> tag from page about Nepal
meta,,"{'property': 'og:image:width', 'content': '1200'}",HTML <meta> tag from page about Nepal
meta,,"{'property': 'og:image:height', 'content': '1013'}",HTML <meta> tag from page about Nepal
meta,,"{'name': 'viewport', 'content': 'width=1120'}",HTML <meta> tag from page about Nepal
meta,,"{'property': 'og:title', 'content': 'Nepal - Wikipedia'}",HTML <meta> tag from page about Nepal
meta,,"{'property': 'og:type', 'content': 'website'}",HTML <meta> tag from page about Nepal
link,,"{'rel': ['preconnect'], 'href': '//upload.wikimedia.org'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['apple-touch-icon'], 'href': '/static/apple-touch/wikipedia.png'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['icon'], 'href': '/static/favicon/wikipedia.ico'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['search'], 'type': 'application/opensearchdescription+xml', 'href': '/w/rest.php/v1/search', 'title': 'Wikipedia (en)'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['EditURI'], 'type': 'application/rsd+xml', 'href': '//en.wikipedia.org/w/api.php?action=rsd'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['canonical'], 'href': 'https://en.wikipedia.org/wiki/Nepal'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['license'], 'href': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['alternate'], 'type': 'application/atom+xml', 'title': 'Wikipedia Atom feed', 'href': '/w/index.php?title=Special:RecentChanges&feed=atom'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['dns-prefetch'], 'href': '//meta.wikimedia.org'}",HTML <link> tag from page about Nepal
link,,"{'rel': ['dns-prefetch'], 'href': 'auth.wikimedia.org'}",HTML <link> tag from page about Nepal
body,Jump to contentMain menuMain menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload file,"{'class': ['skin--responsive', 'skin-vector', 'skin-vector-search-vue', 'mediawiki', 'ltr', 'sitedir-ltr', 'mw-hide-empty-elt', 'ns-0', 'ns-subject', 'page-Nepal', 'rootpage-Nepal', 'skin-vector-2022', 'action-view']}",HTML <body> tag from page about Nepal
div,,"{'id': 'mw-aria-live-region', 'class': ['mw-aria-live-region'], 'aria-live': 'polite'}",HTML <div> tag from page about Nepal
a,Jump to content,"{'class': ['mw-jump-link'], 'href': '#bodyContent'}",HTML <a> tag from page about Nepal
div,Main menuMain menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pagesSe,{'class': ['vector-header-container']},HTML <div> tag from page about Nepal
header,Main menuMain menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pagesSe,"{'class': ['vector-header', 'mw-header', 'no-font-mode-scale']}",HTML <header> tag from page about Nepal
div,Main menuMain menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,{'class': ['vector-header-start']},HTML <div> tag from page about Nepal
nav,Main menuMain menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,"{'class': ['vector-main-menu-landmark'], 'aria-label': 'Site'}",HTML <nav> tag from page about Nepal
div,Main menuMain menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,"{'id': 'vector-main-menu-dropdown', 'class': ['vector-dropdown', 'vector-main-menu-dropdown', 'vector-button-flush-left', 'vector-button-flush-right'], 'title': 'Main menu'}",HTML <div> tag from page about Nepal
input,,"{'type': 'checkbox', 'id': 'vector-main-menu-dropdown-checkbox', 'role': 'button', 'aria-haspopup': 'true', 'data-event-name': 'ui.dropdown-vector-main-menu-dropdown', 'class': ['vector-dropdown-checkbox'], 'aria-label': 'Main menu'}",HTML <input> tag from page about Nepal
label,Main menu,"{'id': 'vector-main-menu-dropdown-label', 'for': 'vector-main-menu-dropdown-checkbox', 'class': ['vector-dropdown-label', 'cdx-button', 'cdx-button--fake-button', 'cdx-button--fake-button--enabled', 'cdx-button--weight-quiet', 'cdx-button--icon-only'], 'aria-hidden': 'true'}",HTML <label> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-menu', 'mw-ui-icon-wikimedia-menu']}",HTML <span> tag from page about Nepal
span,Main menu,{'class': ['vector-dropdown-label-text']},HTML <span> tag from page about Nepal
div,Main menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,{'class': ['vector-dropdown-content']},HTML <div> tag from page about Nepal
div,Main menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,"{'id': 'vector-main-menu-unpinned-container', 'class': ['vector-unpinned-container']}",HTML <div> tag from page about Nepal
div,Main menumove to sidebarhideNavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact usContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,"{'id': 'vector-main-menu', 'class': ['vector-main-menu', 'vector-pinnable-element']}",HTML <div> tag from page about Nepal
div,Main menumove to sidebarhide,"{'class': ['vector-pinnable-header', 'vector-main-menu-pinnable-header', 'vector-pinnable-header-unpinned'], 'data-feature-name': 'main-menu-pinned', 'data-pinnable-element-id': 'vector-main-menu', 'data-pinned-container-id': 'vector-main-menu-pinned-container', 'data-unpinned-container-id': 'vector-main-menu-unpinned-container'}",HTML <div> tag from page about Nepal
div,Main menu,{'class': ['vector-pinnable-header-label']},HTML <div> tag from page about Nepal
button,move to sidebar,"{'class': ['vector-pinnable-header-toggle-button', 'vector-pinnable-header-pin-button'], 'data-event-name': 'pinnable-header.vector-main-menu.pin'}",HTML <button> tag from page about Nepal
button,hide,"{'class': ['vector-pinnable-header-toggle-button', 'vector-pinnable-header-unpin-button'], 'data-event-name': 'pinnable-header.vector-main-menu.unpin'}",HTML <button> tag from page about Nepal
div,NavigationMain pageContentsCurrent eventsRandom articleAbout WikipediaContact us,"{'id': 'p-navigation', 'class': ['vector-menu', 'mw-portlet', 'mw-portlet-navigation']}",HTML <div> tag from page about Nepal
div,Navigation,{'class': ['vector-menu-heading']},HTML <div> tag from page about Nepal
div,Main pageContentsCurrent eventsRandom articleAbout WikipediaContact us,{'class': ['vector-menu-content']},HTML <div> tag from page about Nepal
ul,Main pageContentsCurrent eventsRandom articleAbout WikipediaContact us,{'class': ['vector-menu-content-list']},HTML <ul> tag from page about Nepal
li,Main page,"{'id': 'n-mainpage-description', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Main page,"{'href': '/wiki/Main_Page', 'title': 'Visit the main page [z]', 'accesskey': ['z']}",HTML <a> tag from page about Nepal
span,Main page,{},HTML <span> tag from page about Nepal
li,Contents,"{'id': 'n-contents', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Contents,"{'href': '/wiki/Wikipedia:Contents', 'title': 'Guides to browsing Wikipedia'}",HTML <a> tag from page about Nepal
span,Contents,{},HTML <span> tag from page about Nepal
li,Current events,"{'id': 'n-currentevents', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Current events,"{'href': '/wiki/Portal:Current_events', 'title': 'Articles related to current events'}",HTML <a> tag from page about Nepal
span,Current events,{},HTML <span> tag from page about Nepal
li,Random article,"{'id': 'n-randompage', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Random article,"{'href': '/wiki/Special:Random', 'title': 'Visit a randomly selected article [x]', 'accesskey': ['x']}",HTML <a> tag from page about Nepal
span,Random article,{},HTML <span> tag from page about Nepal
li,About Wikipedia,"{'id': 'n-aboutsite', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,About Wikipedia,"{'href': '/wiki/Wikipedia:About', 'title': 'Learn about Wikipedia and how it works'}",HTML <a> tag from page about Nepal
span,About Wikipedia,{},HTML <span> tag from page about Nepal
li,Contact us,"{'id': 'n-contactpage', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Contact us,"{'href': '//en.wikipedia.org/wiki/Wikipedia:Contact_us', 'title': 'How to contact Wikipedia'}",HTML <a> tag from page about Nepal
span,Contact us,{},HTML <span> tag from page about Nepal
div,ContributeHelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,"{'id': 'p-interaction', 'class': ['vector-menu', 'mw-portlet', 'mw-portlet-interaction']}",HTML <div> tag from page about Nepal
div,Contribute,{'class': ['vector-menu-heading']},HTML <div> tag from page about Nepal
div,HelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,{'class': ['vector-menu-content']},HTML <div> tag from page about Nepal
ul,HelpLearn to editCommunity portalRecent changesUpload fileSpecial pages,{'class': ['vector-menu-content-list']},HTML <ul> tag from page about Nepal
li,Help,"{'id': 'n-help', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Help,"{'href': '/wiki/Help:Contents', 'title': 'Guidance on how to use and edit Wikipedia'}",HTML <a> tag from page about Nepal
span,Help,{},HTML <span> tag from page about Nepal
li,Learn to edit,"{'id': 'n-introduction', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Learn to edit,"{'href': '/wiki/Help:Introduction', 'title': 'Learn how to edit Wikipedia'}",HTML <a> tag from page about Nepal
span,Learn to edit,{},HTML <span> tag from page about Nepal
li,Community portal,"{'id': 'n-portal', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Community portal,"{'href': '/wiki/Wikipedia:Community_portal', 'title': 'The hub for editors'}",HTML <a> tag from page about Nepal
span,Community portal,{},HTML <span> tag from page about Nepal
li,Recent changes,"{'id': 'n-recentchanges', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Recent changes,"{'href': '/wiki/Special:RecentChanges', 'title': 'A list of recent changes to Wikipedia [r]', 'accesskey': ['r']}",HTML <a> tag from page about Nepal
span,Recent changes,{},HTML <span> tag from page about Nepal
li,Upload file,"{'id': 'n-upload', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Upload file,"{'href': '/wiki/Wikipedia:File_upload_wizard', 'title': 'Add images or other media for use on Wikipedia'}",HTML <a> tag from page about Nepal
span,Upload file,{},HTML <span> tag from page about Nepal
li,Special pages,"{'id': 'n-specialpages', 'class': ['mw-list-item']}",HTML <li> tag from page about Nepal
a,Special pages,{'href': '/wiki/Special:SpecialPages'},HTML <a> tag from page about Nepal
span,Special pages,{},HTML <span> tag from page about Nepal
a,,"{'href': '/wiki/Main_Page', 'class': ['mw-logo']}",HTML <a> tag from page about Nepal
img,,"{'class': ['mw-logo-icon'], 'src': '/static/images/icons/wikipedia.png', 'alt': '', 'aria-hidden': 'true', 'height': '50', 'width': '50'}",HTML <img> tag from page about Nepal
span,,"{'class': ['mw-logo-container', 'skin-invert']}",HTML <span> tag from page about Nepal
img,,"{'class': ['mw-logo-wordmark'], 'alt': 'Wikipedia', 'src': '/static/images/mobile/copyright/wikipedia-wordmark-en.svg', 'style': 'width: 7.5em; height: 1.125em;'}",HTML <img> tag from page about Nepal
img,,"{'class': ['mw-logo-tagline'], 'alt': 'The Free Encyclopedia', 'src': '/static/images/mobile/copyright/wikipedia-tagline-en.svg', 'width': '117', 'height': '13', 'style': 'width: 7.3125em; height: 0.8125em;'}",HTML <img> tag from page about Nepal
div,SearchSearchAppearanceDonateCreate accountLog inPersonal toolsDonateCreate accountLog in,{'class': ['vector-header-end']},HTML <div> tag from page about Nepal
div,SearchSearch,"{'id': 'p-search', 'role': 'search', 'class': ['vector-search-box-vue', 'vector-search-box-collapses', 'vector-search-box-show-thumbnail', 'vector-search-box-auto-expand-width', 'vector-search-box']}",HTML <div> tag from page about Nepal
a,Search,"{'href': '/wiki/Special:Search', 'class': ['cdx-button', 'cdx-button--fake-button', 'cdx-button--fake-button--enabled', 'cdx-button--weight-quiet', 'cdx-button--icon-only', 'search-toggle'], 'title': 'Search Wikipedia [f]', 'accesskey': ['f']}",HTML <a> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-search', 'mw-ui-icon-wikimedia-search']}",HTML <span> tag from page about Nepal
span,Search,{},HTML <span> tag from page about Nepal
div,Search,{'class': ['vector-typeahead-search-container']},HTML <div> tag from page about Nepal
div,Search,"{'class': ['cdx-typeahead-search', 'cdx-typeahead-search--show-thumbnail', 'cdx-typeahead-search--auto-expand-width']}",HTML <div> tag from page about Nepal
form,Search,"{'action': '/w/index.php', 'id': 'searchform', 'class': ['cdx-search-input', 'cdx-search-input--has-end-button']}",HTML <form> tag from page about Nepal
div,,"{'id': 'simpleSearch', 'class': ['cdx-search-input__input-wrapper'], 'data-search-loc': 'header-moved'}",HTML <div> tag from page about Nepal
div,,"{'class': ['cdx-text-input', 'cdx-text-input--has-start-icon']}",HTML <div> tag from page about Nepal
input,,"{'class': ['cdx-text-input__input', 'mw-searchInput'], 'autocomplete': 'off', 'type': 'search', 'name': 'search', 'placeholder': 'Search Wikipedia', 'aria-label': 'Search Wikipedia', 'autocapitalize': 'sentences', 'spellcheck': 'false', 'title': 'Search Wikipedia [f]', 'accesskey': ['f'], 'id': 'searchInput'}",HTML <input> tag from page about Nepal
span,,"{'class': ['cdx-text-input__icon', 'cdx-text-input__start-icon']}",HTML <span> tag from page about Nepal
input,,"{'type': 'hidden', 'name': 'title', 'value': 'Special:Search'}",HTML <input> tag from page about Nepal
button,Search,"{'class': ['cdx-button', 'cdx-search-input__end-button']}",HTML <button> tag from page about Nepal
nav,AppearanceDonateCreate accountLog inPersonal toolsDonateCreate accountLog in,"{'class': ['vector-user-links', 'vector-user-links-wide'], 'aria-label': 'Personal tools'}",HTML <nav> tag from page about Nepal
div,AppearanceDonateCreate accountLog in,{'class': ['vector-user-links-main']},HTML <div> tag from page about Nepal
div,,"{'id': 'p-vector-user-menu-preferences', 'class': ['vector-menu', 'mw-portlet', 'emptyPortlet']}",HTML <div> tag from page about Nepal
div,,{'class': ['vector-menu-content']},HTML <div> tag from page about Nepal
ul,,{'class': ['vector-menu-content-list']},HTML <ul> tag from page about Nepal
div,,"{'id': 'p-vector-user-menu-userpage', 'class': ['vector-menu', 'mw-portlet', 'emptyPortlet']}",HTML <div> tag from page about Nepal
div,,{'class': ['vector-menu-content']},HTML <div> tag from page about Nepal
ul,,{'class': ['vector-menu-content-list']},HTML <ul> tag from page about Nepal
nav,Appearance,"{'class': ['vector-appearance-landmark'], 'aria-label': 'Appearance'}",HTML <nav> tag from page about Nepal
div,Appearance,"{'id': 'vector-appearance-dropdown', 'class': ['vector-dropdown'], 'title': ""Change the appearance of the page's font size, width, and color""}",HTML <div> tag from page about Nepal
input,,"{'type': 'checkbox', 'id': 'vector-appearance-dropdown-checkbox', 'role': 'button', 'aria-haspopup': 'true', 'data-event-name': 'ui.dropdown-vector-appearance-dropdown', 'class': ['vector-dropdown-checkbox'], 'aria-label': 'Appearance'}",HTML <input> tag from page about Nepal
label,Appearance,"{'id': 'vector-appearance-dropdown-label', 'for': 'vector-appearance-dropdown-checkbox', 'class': ['vector-dropdown-label', 'cdx-button', 'cdx-button--fake-button', 'cdx-button--fake-button--enabled', 'cdx-button--weight-quiet', 'cdx-button--icon-only'], 'aria-hidden': 'true'}",HTML <label> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-appearance', 'mw-ui-icon-wikimedia-appearance']}",HTML <span> tag from page about Nepal
span,Appearance,{'class': ['vector-dropdown-label-text']},HTML <span> tag from page about Nepal
div,,{'class': ['vector-dropdown-content']},HTML <div> tag from page about Nepal
div,,"{'id': 'vector-appearance-unpinned-container', 'class': ['vector-unpinned-container']}",HTML <div> tag from page about Nepal
div,,"{'id': 'p-vector-user-menu-notifications', 'class': ['vector-menu', 'mw-portlet', 'emptyPortlet']}",HTML <div> tag from page about Nepal
div,,{'class': ['vector-menu-content']},HTML <div> tag from page about Nepal
ul,,{'class': ['vector-menu-content-list']},HTML <ul> tag from page about Nepal
div,DonateCreate accountLog in,"{'id': 'p-vector-user-menu-overflow', 'class': ['vector-menu', 'mw-portlet']}",HTML <div> tag from page about Nepal
div,DonateCreate accountLog in,{'class': ['vector-menu-content']},HTML <div> tag from page about Nepal
ul,DonateCreate accountLog in,{'class': ['vector-menu-content-list']},HTML <ul> tag from page about Nepal
li,Donate,"{'id': 'pt-sitesupport-2', 'class': ['user-links-collapsible-item', 'mw-list-item', 'user-links-collapsible-item']}",HTML <li> tag from page about Nepal
a,Donate,"{'data-mw-interface': '', 'href': 'https://donate.wikimedia.org/?wmf_source=donate&wmf_medium=sidebar&wmf_campaign=en.wikipedia.org&uselang=en', 'class': []}",HTML <a> tag from page about Nepal
span,Donate,{},HTML <span> tag from page about Nepal
li,Create account,"{'id': 'pt-createaccount-2', 'class': ['user-links-collapsible-item', 'mw-list-item', 'user-links-collapsible-item']}",HTML <li> tag from page about Nepal
a,Create account,"{'data-mw-interface': '', 'href': '/w/index.php?title=Special:CreateAccount&returnto=Nepal', 'title': 'You are encouraged to create an account and log in; however, it is not mandatory', 'class': []}",HTML <a> tag from page about Nepal
span,Create account,{},HTML <span> tag from page about Nepal
li,Log in,"{'id': 'pt-login-2', 'class': ['user-links-collapsible-item', 'mw-list-item', 'user-links-collapsible-item']}",HTML <li> tag from page about Nepal
a,Log in,"{'data-mw-interface': '', 'href': '/w/index.php?title=Special:UserLogin&returnto=Nepal', 'title': ""You're encouraged to log in; however, it's not mandatory. [o]"", 'accesskey': ['o'], 'class': []}",HTML <a> tag from page about Nepal
span,Log in,{},HTML <span> tag from page about Nepal
div,Personal toolsDonateCreate accountLog in,"{'id': 'vector-user-links-dropdown', 'class': ['vector-dropdown', 'vector-user-menu', 'vector-button-flush-right', 'vector-user-menu-logged-out', 'user-links-collapsible-item'], 'title': 'Log in and more options'}",HTML <div> tag from page about Nepal
input,,"{'type': 'checkbox', 'id': 'vector-user-links-dropdown-checkbox', 'role': 'button', 'aria-haspopup': 'true', 'data-event-name': 'ui.dropdown-vector-user-links-dropdown', 'class': ['vector-dropdown-checkbox'], 'aria-label': 'Personal tools'}",HTML <input> tag from page about Nepal
label,Personal tools,"{'id': 'vector-user-links-dropdown-label', 'for': 'vector-user-links-dropdown-checkbox', 'class': ['vector-dropdown-label', 'cdx-button', 'cdx-button--fake-button', 'cdx-button--fake-button--enabled', 'cdx-button--weight-quiet', 'cdx-button--icon-only'], 'aria-hidden': 'true'}",HTML <label> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-ellipsis', 'mw-ui-icon-wikimedia-ellipsis']}",HTML <span> tag from page about Nepal
span,Personal tools,{'class': ['vector-dropdown-label-text']},HTML <span> tag from page about Nepal
div,DonateCreate accountLog in,{'class': ['vector-dropdown-content']},HTML <div> tag from page about Nepal
div,DonateCreate accountLog in,"{'id': 'p-personal', 'class': ['vector-menu', 'mw-portlet', 'mw-portlet-personal', 'user-links-collapsible-item'], 'title': 'User menu'}",HTML <div> tag from page about Nepal
div,DonateCreate accountLog in,{'class': ['vector-menu-content']},HTML <div> tag from page about Nepal
ul,DonateCreate accountLog in,{'class': ['vector-menu-content-list']},HTML <ul> tag from page about Nepal
li,Donate,"{'id': 'pt-sitesupport', 'class': ['user-links-collapsible-item', 'mw-list-item']}",HTML <li> tag from page about Nepal
a,Donate,{'href': 'https://donate.wikimedia.org/?wmf_source=donate&wmf_medium=sidebar&wmf_campaign=en.wikipedia.org&uselang=en'},HTML <a> tag from page about Nepal
span,Donate,{},HTML <span> tag from page about Nepal
li,Create account,"{'id': 'pt-createaccount', 'class': ['user-links-collapsible-item', 'mw-list-item']}",HTML <li> tag from page about Nepal
a,Create account,"{'href': '/w/index.php?title=Special:CreateAccount&returnto=Nepal', 'title': 'You are encouraged to create an account and log in; however, it is not mandatory'}",HTML <a> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-userAdd', 'mw-ui-icon-wikimedia-userAdd']}",HTML <span> tag from page about Nepal
span,Create account,{},HTML <span> tag from page about Nepal
li,Log in,"{'id': 'pt-login', 'class': ['user-links-collapsible-item', 'mw-list-item']}",HTML <li> tag from page about Nepal
a,Log in,"{'href': '/w/index.php?title=Special:UserLogin&returnto=Nepal', 'title': ""You're encouraged to log in; however, it's not mandatory. [o]"", 'accesskey': ['o']}",HTML <a> tag from page about Nepal
span,,"{'class': ['vector-icon', 'mw-ui-icon-logIn', 'mw-ui-icon-wikimedia-logIn']}",HTML <span> tag from page about Nepal
span,Log in,{},HTML <span> tag from page about Nepal
div,"Contentsmove to sidebarhide(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 prot",{'class': ['mw-page-container']},HTML <div> tag from page about Nepal
div,"Contentsmove to sidebarhide(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 prot",{'class': ['mw-page-container-inner']},HTML <div> tag from page about Nepal
div,,{'class': ['vector-sitenotice-container']},HTML <div> tag from page about Nepal
div,,{'id': 'siteNotice'},HTML <div> tag from page about Nepal
div,"Contentsmove to sidebarhide(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 prot",{'class': ['vector-column-start']},HTML <div> tag from page about Nepal
div,,{'class': ['vector-main-menu-container']},HTML <div> tag from page about Nepal
div,,{'id': 'mw-navigation'},HTML <div> tag from page about Nepal
nav,,"{'id': 'mw-panel', 'class': ['vector-main-menu-landmark'], 'aria-label': 'Site'}",HTML <nav> tag from page about Nepal
div,,"{'id': 'vector-main-menu-pinned-container', 'class': ['vector-pinned-container']}",HTML <div> tag from page about Nepal
div,"Contentsmove to sidebarhide(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 prot",{'class': ['vector-sticky-pinned-container']},HTML <div> tag from page about Nepal
nav,"Contentsmove to sidebarhide(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 prot","{'id': 'mw-panel-toc', 'aria-label': 'Contents', 'data-event-name': 'ui.sidebar-toc', 'class': ['mw-table-of-contents-container', 'vector-toc-landmark']}",HTML <nav> tag from page about Nepal
div,"Contentsmove to sidebarhide(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 prot","{'id': 'vector-toc-pinned-container', 'class': ['vector-pinned-container']}",HTML <div> tag from page about Nepal
div,"Contentsmove to sidebarhide(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 prot","{'id': 'vector-toc', 'class': ['vector-toc', 'vector-pinnable-element']}",HTML <div> tag from page about Nepal
div,Contentsmove to sidebarhide,"{'class': ['vector-pinnable-header', 'vector-toc-pinnable-header', 'vector-pinnable-header-pinned'], 'data-feature-name': 'toc-pinned', 'data-pinnable-element-id': 'vector-toc'}",HTML <div> tag from page about Nepal
h2,Contents,{'class': ['vector-pinnable-header-label']},HTML <h2> tag from page about Nepal
button,move to sidebar,"{'class': ['vector-pinnable-header-toggle-button', 'vector-pinnable-header-pin-button'], 'data-event-name': 'pinnable-header.vector-toc.pin'}",HTML <button> tag from page about Nepal
button,hide,"{'class': ['vector-pinnable-header-toggle-button', 'vector-pinnable-header-unpin-button'], 'data-event-name': 'pinnable-header.vector-toc.unpin'}",HTML <button> tag from page about Nepal
ul,"(Top)1Etymology2HistoryToggle History subsection2.1Ancient Nepal2.2Medieval Nepal2.3Unification, expansion and consolidation (1768–1951)2.4Contemporary history2.4.12025 protests and government crisis3","{'class': ['vector-toc-contents'], 'id': 'mw-panel-toc-list'}",HTML <ul> tag from page about Nepal
li,(Top),"{'id': 'toc-mw-content-text', 'class': ['vector-toc-list-item', 'vector-toc-level-1']}",HTML <li> tag from page about Nepal
a,(Top),"{'href': '#', 'class': ['vector-toc-link']}",HTML <a> tag from page about Nepal
div,(Top),{'class': ['vector-toc-text']},HTML <div> tag from page about Nepal
